day_index,hour,node_id,channel,rssi_dbm,occupied,sensing_confidence,split,dow
0,15,NODE3,CH39,-103.22,0,0.493,train,0
0,15,NODE4,CH39,-99.99,0,0.784,train,0
0,15,NODE5,CH39,-100.12,0,0.409,train,0
0,15,NODE6,CH39,-101.04,0,0.436,train,0
0,15,NODE7,CH39,-92.95,0,0.711,train,0
0,15,NODE8,CH39,-100.53,0,0.82,train,0
0,15,NODE1,CH40,-42.45,1,0.687,train,0
0,15,NODE2,CH40,-49.16,1,0.448,train,0
0,15,NODE3,CH40,-47.48,1,0.496,train,0
0,15,NODE4,CH40,-42.02,1,0.746,train,0
0,15,NODE5,CH40,-46.9,1,0.401,train,0
0,15,NODE6,CH40,-47.0,1,0.441,train,0
0,15,NODE7,CH40,-40.53,1,0.0,train,0
0,15,NODE8,CH40,-40.2,1,0.845,train,0
0,16,NODE1,CH21,-101.67,0,0.67,train,0
0,16,NODE2,CH21,-91.11,0,0.397,train,0
0,16,NODE3,CH21,-94.1,0,0.564,train,0
0,16,NODE4,CH21,-89.94,0,0.834,train,0
0,16,NODE5,CH21,-96.81,0,0.391,train,0
0,16,NODE6,CH21,-92.67,0,0.485,train,0
0,16,NODE7,CH21,-98.23,0,0.677,train,0
0,16,NODE8,CH21,-95.91,0,0.809,train,0
0,16,NODE1,CH22,-40.58,1,0.69,train,0
0,16,NODE2,CH22,-50.16,1,0.392,train,0
0,16,NODE3,CH22,-48.19,1,0.601,train,0
0,16,NODE4,CH22,-38.57,1,0.733,train,0
0,16,NODE5,CH22,-50.73,1,0.412,train,0
0,16,NODE6,CH22,-49.26,1,0.367,train,0
0,16,NODE7,CH22,-42.75,1,0.652,train,0
0,16,NODE8,CH22,-42.35,1,0.754,train,0
0,16,NODE1,CH23,-40.96,1,0.687,train,0
0,16,NODE2,CH23,-50.13,1,0.378,train,0
0,16,NODE3,CH23,-45.53,1,0.495,train,0
0,16,NODE4,CH23,-40.42,1,0.778,train,0
0,16,NODE5,CH23,-47.34,1,0.382,train,0
0,16,NODE6,CH23,-48.3,1,0.417,train,0
0,16,NODE7,CH23,-42.56,1,0.696,train,0
0,16,NODE8,CH23,-38.72,1,0.817,train,0
0,16,NODE1,CH24,-89.03,0,0.683,train,0
0,16,NODE2,CH24,-103.78,0,0.373,train,0
0,16,NODE3,CH24,-101.21,0,0.494,train,0
0,16,NODE4,CH24,-97.33,0,0.729,train,0
0,16,NODE5,CH24,-94.22,0,0.378,train,0
0,16,NODE6,CH24,-97.16,0,0.0,train,0
0,16,NODE7,CH24,-101.57,0,0.753,train,0
0,16,NODE8,CH24,-97.21,0,0.847,train,0
0,16,NODE1,CH25,-44.35,1,0.7,train,0
0,16,NODE2,CH25,-50.48,1,0.39,train,0
0,16,NODE3,CH25,-49.6,1,0.493,train,0
0,16,NODE4,CH25,-39.56,1,0.749,train,0
0,16,NODE5,CH25,-48.99,1,0.397,train,0
0,16,NODE6,CH25,-51.01,1,0.437,train,0
0,16,NODE7,CH25,-41.97,1,0.74,train,0
0,16,NODE8,CH25,-42.45,1,0.793,train,0
0,16,NODE1,CH26,-41.03,1,0.711,train,0
0,16,NODE2,CH26,-48.83,1,0.42,train,0
0,16,NODE3,CH26,-46.76,1,0.532,train,0
0,16,NODE4,CH26,-38.9,1,0.723,train,0
0,16,NODE5,CH26,-48.34,1,0.386,train,0
0,16,NODE6,CH26,-50.58,1,0.404,train,0
0,16,NODE7,CH26,-41.08,1,0.733,train,0
0,16,NODE8,CH26,-44.38,1,0.745,train,0
0,16,NODE1,CH27,-42.97,1,0.666,train,0
0,16,NODE2,CH27,-52.15,1,0.379,train,0
0,16,NODE3,CH27,-46.71,1,0.512,train,0
0,16,NODE4,CH27,-43.69,1,0.741,train,0
0,16,NODE5,CH27,-48.63,1,0.408,train,0
0,16,NODE6,CH27,-48.18,1,0.464,train,0
0,16,NODE7,CH27,-43.86,1,0.724,train,0
0,16,NODE8,CH27,-36.52,1,0.843,train,0
0,16,NODE1,CH28,-40.63,1,0.696,train,0
0,16,NODE2,CH28,-50.84,1,0.442,train,0
0,16,NODE3,CH28,-49.11,1,0.481,train,0
0,16,NODE4,CH28,-39.58,1,0.755,train,0
0,16,NODE5,CH28,-49.2,1,0.383,train,0
0,16,NODE6,CH28,-47.64,1,0.389,train,0
0,16,NODE7,CH28,-42.28,1,0.722,train,0
0,16,NODE8,CH28,-41.48,1,0.813,train,0
0,16,NODE1,CH29,-42.81,1,0.699,train,0
0,16,NODE2,CH29,-51.63,1,0.416,train,0
0,16,NODE3,CH29,-48.93,1,0.513,train,0
0,16,NODE4,CH29,-37.66,1,0.747,train,0
0,16,NODE5,CH29,-48.15,1,0.41,train,0
0,16,NODE6,CH29,-47.46,1,0.387,train,0
0,16,NODE7,CH29,-41.8,1,0.678,train,0
0,16,NODE8,CH29,-41.94,1,0.812,train,0
0,16,NODE1,CH30,-43.08,1,0.728,train,0
0,16,NODE2,CH30,-49.91,1,0.434,train,0
0,16,NODE3,CH30,-49.07,1,0.514,train,0
0,16,NODE4,CH30,-38.77,1,0.755,train,0
0,16,NODE5,CH30,-50.82,1,0.472,train,0
0,16,NODE6,CH30,-49.34,1,0.394,train,0
0,16,NODE7,CH30,-41.56,1,0.724,train,0
0,16,NODE8,CH30,-37.96,1,0.832,train,0
0,16,NODE1,CH31,-42.36,1,0.645,train,0
0,16,NODE2,CH31,-50.13,1,0.394,train,0
0,16,NODE3,CH31,-46.5,1,0.519,train,0
0,16,NODE4,CH31,-39.57,1,0.764,train,0
0,16,NODE5,CH31,-51.29,1,0.366,train,0
0,16,NODE6,CH31,-46.7,1,0.426,train,0
0,16,NODE7,CH31,-40.92,1,0.7,train,0
0,16,NODE8,CH31,-39.92,1,0.755,train,0
0,16,NODE1,CH32,-41.33,1,0.672,train,0
0,16,NODE2,CH32,-48.88,1,0.415,train,0
0,16,NODE3,CH32,-45.46,1,0.481,train,0
0,16,NODE4,CH32,-42.25,1,0.755,train,0
0,16,NODE5,CH32,-49.44,1,0.417,train,0
0,16,NODE6,CH32,-50.56,1,0.451,train,0
0,16,NODE7,CH32,-42.93,1,0.718,train,0
0,16,NODE8,CH32,-39.45,1,0.816,train,0
0,16,NODE1,CH33,-41.59,1,0.691,train,0
0,16,NODE2,CH33,-50.98,1,0.402,train,0
0,16,NODE3,CH33,-48.92,1,0.494,train,0
0,16,NODE4,CH33,-37.35,1,0.755,train,0
0,16,NODE5,CH33,-50.77,1,0.354,train,0
0,16,NODE6,CH33,-48.42,1,0.436,train,0
0,16,NODE7,CH33,-40.16,1,0.744,train,0
0,16,NODE8,CH33,-41.58,1,0.796,train,0
0,16,NODE1,CH34,-44.74,1,0.679,train,0
0,16,NODE2,CH34,-50.56,1,0.416,train,0
0,16,NODE3,CH34,-48.25,1,0.516,train,0
0,16,NODE4,CH34,-38.38,1,0.766,train,0
0,16,NODE5,CH34,-52.16,1,0.366,train,0
0,16,NODE6,CH34,-50.93,1,0.412,train,0
0,16,NODE7,CH34,-44.2,1,0.735,train,0
0,16,NODE8,CH34,-40.13,1,0.873,train,0
0,16,NODE1,CH35,-92.86,0,0.644,train,0
0,16,NODE2,CH35,-97.34,0,0.35,train,0
0,16,NODE3,CH35,-98.49,0,0.564,train,0
0,16,NODE4,CH35,-96.47,0,0.729,train,0
0,16,NODE5,CH35,-98.93,0,0.442,train,0
0,16,NODE6,CH35,-89.89,0,0.345,train,0
0,16,NODE7,CH35,-92.81,0,0.724,train,0
0,16,NODE8,CH35,-98.58,0,0.0,train,0
0,16,NODE1,CH36,-43.44,1,0.696,train,0
0,16,NODE2,CH36,-48.97,1,0.364,train,0
0,16,NODE3,CH36,-44.67,1,0.469,train,0
0,16,NODE4,CH36,-43.28,1,0.788,train,0
0,16,NODE5,CH36,-51.31,1,0.434,train,0
0,16,NODE6,CH36,-51.92,1,0.429,train,0
0,16,NODE7,CH36,-41.21,1,0.653,train,0
0,16,NODE8,CH36,-41.91,1,0.806,train,0
0,16,NODE1,CH37,-41.25,1,0.698,train,0
0,16,NODE2,CH37,-48.6,1,0.42,train,0
0,16,NODE3,CH37,-50.06,1,0.492,train,0
0,16,NODE4,CH37,-40.45,1,0.682,train,0
0,16,NODE5,CH37,-48.76,1,0.45,train,0
0,16,NODE6,CH37,-52.11,1,0.425,train,0
0,16,NODE7,CH37,-42.88,1,0.764,train,0
0,16,NODE8,CH37,-39.06,1,0.828,train,0
0,16,NODE1,CH38,-98.8,0,0.663,train,0
0,16,NODE2,CH38,-104.26,0,0.393,train,0
0,16,NODE3,CH38,-94.43,0,0.478,train,0
0,16,NODE4,CH38,-92.76,0,0.839,train,0
0,16,NODE5,CH38,-96.32,0,0.369,train,0
0,16,NODE6,CH38,-92.46,0,0.39,train,0
0,16,NODE7,CH38,-94.31,0,0.699,train,0
0,16,NODE8,CH38,-94.55,0,0.833,train,0
0,16,NODE1,CH39,-101.67,0,0.699,train,0
0,16,NODE2,CH39,-96.17,0,0.392,train,0
0,16,NODE3,CH39,-93.84,0,0.525,train,0
0,16,NODE4,CH39,-90.55,0,0.792,train,0
0,16,NODE5,CH39,-99.09,0,0.336,train,0
0,16,NODE6,CH39,-96.31,0,0.43,train,0
0,16,NODE7,CH39,-91.83,0,0.702,train,0
0,16,NODE8,CH39,-99.58,0,0.735,train,0
0,16,NODE1,CH40,-41.79,1,0.734,train,0
0,16,NODE2,CH40,-47.8,1,0.395,train,0
0,16,NODE3,CH40,-46.39,1,0.557,train,0
0,16,NODE4,CH40,-42.06,1,0.776,train,0
0,16,NODE5,CH40,-48.93,1,0.387,train,0
0,16,NODE6,CH40,-46.86,1,0.436,train,0
0,16,NODE7,CH40,-42.85,1,0.717,train,0
0,16,NODE8,CH40,-39.82,1,0.77,train,0
0,17,NODE1,CH21,-41.57,1,0.7,train,0
0,17,NODE2,CH21,-51.29,1,0.433,train,0
0,17,NODE3,CH21,-45.73,1,0.523,train,0
0,17,NODE4,CH21,-41.49,1,0.802,train,0
0,17,NODE5,CH21,-50.23,1,0.338,train,0
0,17,NODE6,CH21,-52.58,1,0.475,train,0
0,17,NODE7,CH21,-44.03,1,0.779,train,0
0,17,NODE8,CH21,-40.82,1,0.788,train,0
0,17,NODE1,CH22,-43.59,1,0.694,train,0
0,17,NODE2,CH22,-46.44,1,0.38,train,0
0,17,NODE3,CH22,-45.47,1,0.48,train,0
0,17,NODE4,CH22,-40.61,1,0.751,train,0
0,17,NODE5,CH22,-50.7,1,0.447,train,0
0,17,NODE6,CH22,-50.2,1,0.397,train,0
0,17,NODE7,CH22,-43.01,1,0.742,train,0
0,17,NODE8,CH22,-40.17,1,0.856,train,0
0,17,NODE1,CH23,-42.91,1,0.638,train,0
0,17,NODE2,CH23,-49.7,1,0.424,train,0
0,17,NODE3,CH23,-46.68,1,0.513,train,0
0,17,NODE4,CH23,-42.39,1,0.776,train,0
0,17,NODE5,CH23,-50.31,1,0.433,train,0
0,17,NODE6,CH23,-50.38,1,0.403,train,0
0,17,NODE7,CH23,-42.33,1,0.736,train,0
0,17,NODE8,CH23,-39.19,1,0.793,train,0
0,17,NODE1,CH24,-42.07,1,0.716,train,0
0,17,NODE2,CH24,-47.35,1,0.334,train,0
0,17,NODE3,CH24,-50.14,1,0.469,train,0
0,17,NODE4,CH24,-39.59,1,0.733,train,0
0,17,NODE5,CH24,-48.79,1,0.358,train,0
0,17,NODE6,CH24,-49.9,1,0.41,train,0
0,17,NODE7,CH24,-41.94,1,0.735,train,0
0,17,NODE8,CH24,-38.93,1,0.857,train,0
0,17,NODE1,CH25,-43.02,1,0.703,train,0
0,17,NODE2,CH25,-50.3,1,0.402,train,0
0,17,NODE3,CH25,-50.49,1,0.434,train,0
0,17,NODE4,CH25,-39.11,1,0.766,train,0
0,17,NODE5,CH25,-46.84,1,0.378,train,0
0,17,NODE6,CH25,-49.84,1,0.432,train,0
0,17,NODE7,CH25,-42.17,1,0.744,train,0
0,17,NODE8,CH25,-37.86,1,0.8,train,0
0,17,NODE1,CH26,-43.11,1,0.727,train,0
0,17,NODE2,CH26,-48.99,1,0.422,train,0
0,17,NODE3,CH26,-45.98,1,0.542,train,0
0,17,NODE4,CH26,-38.66,1,0.736,train,0
0,17,NODE5,CH26,-47.73,1,0.36,train,0
0,17,NODE6,CH26,-50.02,1,0.406,train,0
0,17,NODE7,CH26,-44.12,1,0.718,train,0
0,17,NODE8,CH26,-39.66,1,0.743,train,0
0,17,NODE1,CH27,-41.3,1,0.678,train,0
0,17,NODE2,CH27,-50.38,1,0.413,train,0
0,17,NODE3,CH27,-48.22,1,0.562,train,0
0,17,NODE4,CH27,-42.37,1,0.752,train,0
0,17,NODE5,CH27,-50.46,1,0.425,train,0
0,17,NODE6,CH27,-49.56,1,0.415,train,0
0,17,NODE7,CH27,-43.75,1,0.0,train,0
0,17,NODE8,CH27,-38.51,1,0.828,train,0
0,17,NODE1,CH28,-41.18,1,0.697,train,0
0,17,NODE2,CH28,-48.69,1,0.46,train,0
0,17,NODE3,CH28,-48.52,1,0.49,train,0
0,17,NODE4,CH28,-39.89,1,0.785,train,0
0,17,NODE5,CH28,-48.3,1,0.379,train,0
0,17,NODE6,CH28,-45.98,1,0.448,train,0
0,17,NODE7,CH28,-43.95,1,0.74,train,0
0,17,NODE8,CH28,-39.02,1,0.787,train,0
0,17,NODE1,CH29,-99.12,0,0.666,train,0
0,17,NODE2,CH29,-101.27,0,0.392,train,0
0,17,NODE3,CH29,-96.07,0,0.421,train,0
0,17,NODE4,CH29,-88.66,0,0.78,train,0
0,17,NODE5,CH29,-100.1,0,0.42,train,0
0,17,NODE6,CH29,-100.41,0,0.37,train,0
0,17,NODE7,CH29,-91.09,0,0.735,train,0
0,17,NODE8,CH29,-96.29,0,0.875,train,0
0,17,NODE1,CH30,-42.29,1,0.655,train,0
0,17,NODE2,CH30,-52.7,1,0.379,train,0
0,17,NODE3,CH30,-49.08,1,0.442,train,0
0,17,NODE4,CH30,-40.99,1,0.768,train,0
0,17,NODE5,CH30,-51.06,1,0.403,train,0
0,17,NODE6,CH30,-50.12,1,0.402,train,0
0,17,NODE7,CH30,-40.83,1,0.797,train,0
0,17,NODE8,CH30,-41.91,1,0.824,train,0
0,17,NODE1,CH31,-98.69,0,0.69,train,0
0,17,NODE2,CH31,-94.97,0,0.421,train,0
0,17,NODE3,CH31,-95.38,0,0.505,train,0
0,17,NODE4,CH31,-96.55,0,0.769,train,0
0,17,NODE5,CH31,-100.17,0,0.408,train,0
0,17,NODE6,CH31,-97.04,0,0.404,train,0
0,17,NODE7,CH31,-93.23,0,0.7,train,0
0,17,NODE8,CH31,-97.27,0,0.787,train,0
0,17,NODE1,CH32,-42.46,1,0.707,train,0
0,17,NODE2,CH32,-49.42,1,0.38,train,0
0,17,NODE3,CH32,-47.84,1,0.486,train,0
0,17,NODE4,CH32,-39.18,1,0.8,train,0
0,17,NODE5,CH32,-51.48,1,0.371,train,0
0,17,NODE6,CH32,-51.19,1,0.419,train,0
0,17,NODE7,CH32,-43.35,1,0.757,train,0
0,17,NODE8,CH32,-41.68,1,0.786,train,0
0,17,NODE1,CH33,-43.58,1,0.691,train,0
0,17,NODE2,CH33,-49.32,1,0.409,train,0
0,17,NODE3,CH33,-47.34,1,0.507,train,0
0,17,NODE4,CH33,-37.06,1,0.752,train,0
0,17,NODE5,CH33,-46.07,1,0.369,train,0
0,17,NODE6,CH33,-49.31,1,0.439,train,0
0,17,NODE7,CH33,-44.95,1,0.742,train,0
0,17,NODE8,CH33,-40.93,1,0.786,train,0
0,17,NODE1,CH34,-40.54,1,0.694,train,0
0,17,NODE2,CH34,-49.07,1,0.443,train,0
0,17,NODE3,CH34,-45.21,1,0.488,train,0
0,17,NODE4,CH34,-38.95,1,0.741,train,0
0,17,NODE5,CH34,-48.13,1,0.42,train,0
0,17,NODE6,CH34,-47.94,1,0.454,train,0
0,17,NODE7,CH34,-41.17,1,0.678,train,0
0,17,NODE8,CH34,-41.06,1,0.769,train,0
0,17,NODE1,CH35,-42.81,1,0.697,train,0
0,17,NODE2,CH35,-50.18,1,0.382,train,0
0,17,NODE3,CH35,-49.05,1,0.473,train,0
0,17,NODE4,CH35,-41.06,1,0.813,train,0
0,17,NODE5,CH35,-49.24,1,0.336,train,0
0,17,NODE6,CH35,-50.38,1,0.424,train,0
0,17,NODE7,CH35,-37.87,1,0.737,train,0
0,17,NODE8,CH35,-40.4,1,0.805,train,0
0,17,NODE1,CH36,-43.09,1,0.608,train,0
0,17,NODE2,CH36,-48.98,1,0.42,train,0
0,17,NODE3,CH36,-45.72,1,0.473,train,0
0,17,NODE4,CH36,-41.59,1,0.721,train,0
0,17,NODE5,CH36,-50.46,1,0.356,train,0
0,17,NODE6,CH36,-49.09,1,0.436,train,0
0,17,NODE7,CH36,-44.12,1,0.724,train,0
0,17,NODE8,CH36,-39.54,1,0.8,train,0
0,17,NODE1,CH37,-41.17,1,0.713,train,0
0,17,NODE2,CH37,-52.11,1,0.345,train,0
0,17,NODE3,CH37,-48.06,1,0.477,train,0
0,17,NODE4,CH37,-41.94,1,0.82,train,0
0,17,NODE5,CH37,-48.03,1,0.413,train,0
0,17,NODE6,CH37,-50.21,1,0.395,train,0
0,17,NODE7,CH37,-43.95,1,0.677,train,0
0,17,NODE8,CH37,-38.71,1,0.815,train,0
0,17,NODE1,CH38,-41.83,1,0.654,train,0
0,17,NODE2,CH38,-49.7,1,0.384,train,0
0,17,NODE3,CH38,-46.51,1,0.395,train,0
0,17,NODE4,CH38,-38.12,1,0.795,train,0
0,17,NODE5,CH38,-48.55,1,0.373,train,0
0,17,NODE6,CH38,-49.37,1,0.432,train,0
0,17,NODE7,CH38,-41.3,1,0.744,train,0
0,17,NODE8,CH38,-37.25,1,0.809,train,0
0,17,NODE1,CH39,-42.82,1,0.689,train,0
0,17,NODE2,CH39,-49.83,1,0.439,train,0
0,17,NODE3,CH39,-46.83,1,0.509,train,0
0,17,NODE4,CH39,-41.55,1,0.822,train,0
0,17,NODE5,CH39,-48.63,1,0.372,train,0
0,17,NODE6,CH39,-49.02,1,0.447,train,0
0,17,NODE7,CH39,-40.27,1,0.748,train,0
0,17,NODE8,CH39,-39.16,1,0.8,train,0
0,17,NODE1,CH40,-43.15,1,0.669,train,0
0,17,NODE2,CH40,-49.42,1,0.359,train,0
0,17,NODE3,CH40,-44.08,1,0.492,train,0
0,17,NODE4,CH40,-39.71,1,0.784,train,0
0,17,NODE5,CH40,-49.11,1,0.406,train,0
0,17,NODE6,CH40,-49.66,1,0.392,train,0
0,17,NODE7,CH40,-39.99,1,0.729,train,0
0,17,NODE8,CH40,-39.21,1,0.763,train,0
0,18,NODE1,CH21,-42.63,1,0.689,train,0
0,18,NODE2,CH21,-51.78,1,0.411,train,0
0,18,NODE3,CH21,-49.19,1,0.502,train,0
0,18,NODE4,CH21,-42.54,1,0.802,train,0
0,18,NODE5,CH21,-47.31,1,0.362,train,0
0,18,NODE6,CH21,-47.93,1,0.466,train,0
0,18,NODE7,CH21,-41.29,1,0.739,train,0
0,18,NODE8,CH21,-40.66,1,0.74,train,0
0,18,NODE1,CH22,-41.81,1,0.697,train,0
0,18,NODE2,CH22,-50.44,1,0.437,train,0
0,18,NODE3,CH22,-49.34,1,0.476,train,0
0,18,NODE4,CH22,-41.39,1,0.728,train,0
0,18,NODE5,CH22,-50.89,1,0.421,train,0
0,18,NODE6,CH22,-48.87,1,0.397,train,0
0,18,NODE7,CH22,-42.01,1,0.72,train,0
0,18,NODE8,CH22,-40.92,1,0.814,train,0
0,18,NODE1,CH23,-99.46,0,0.667,train,0
0,18,NODE2,CH23,-99.93,0,0.412,train,0
0,18,NODE3,CH23,-91.39,0,0.454,train,0
0,18,NODE4,CH23,-97.77,0,0.785,train,0
0,18,NODE5,CH23,-99.23,0,0.456,train,0
0,18,NODE6,CH23,-97.73,0,0.408,train,0
0,18,NODE7,CH23,-96.25,0,0.769,train,0
0,18,NODE8,CH23,-98.41,0,0.768,train,0
0,18,NODE1,CH24,-42.86,1,0.674,train,0
0,18,NODE2,CH24,-49.98,1,0.402,train,0
0,18,NODE3,CH24,-47.35,1,0.447,train,0
0,18,NODE4,CH24,-41.61,1,0.765,train,0
0,18,NODE5,CH24,-51.83,1,0.377,train,0
0,18,NODE6,CH24,-49.49,1,0.404,train,0
0,18,NODE7,CH24,-41.81,1,0.737,train,0
0,18,NODE8,CH24,-40.18,1,0.783,train,0
0,18,NODE1,CH25,-93.72,0,0.688,train,0
0,18,NODE2,CH25,-95.79,0,0.351,train,0
0,18,NODE3,CH25,-101.73,0,0.506,train,0
0,18,NODE4,CH25,-95.33,0,0.772,train,0
0,18,NODE5,CH25,-97.88,0,0.45,train,0
0,18,NODE6,CH25,-99.93,0,0.451,train,0
0,18,NODE7,CH25,-100.92,0,0.715,train,0
0,18,NODE8,CH25,-91.91,0,0.828,train,0
0,18,NODE1,CH26,-40.6,1,0.685,train,0
0,18,NODE2,CH26,-50.72,1,0.449,train,0
0,18,NODE3,CH26,-49.16,1,0.493,train,0
0,18,NODE4,CH26,-40.16,1,0.727,train,0
0,18,NODE5,CH26,-50.97,1,0.363,train,0
0,18,NODE6,CH26,-47.93,1,0.432,train,0
0,18,NODE7,CH26,-41.96,1,0.659,train,0
0,18,NODE8,CH26,-41.43,1,0.792,train,0
0,18,NODE1,CH27,-44.38,1,0.628,train,0
0,18,NODE2,CH27,-51.51,1,0.407,train,0
0,18,NODE3,CH27,-47.72,1,0.518,train,0
0,18,NODE4,CH27,-41.02,1,0.749,train,0
0,18,NODE5,CH27,-48.87,1,0.44,train,0
0,18,NODE6,CH27,-48.96,1,0.414,train,0
0,18,NODE7,CH27,-42.21,1,0.756,train,0
0,18,NODE8,CH27,-40.75,1,0.773,train,0
0,18,NODE1,CH28,-42.76,1,0.706,train,0
0,18,NODE2,CH28,-50.28,1,0.407,train,0
0,18,NODE3,CH28,-48.48,1,0.435,train,0
0,18,NODE4,CH28,-38.62,1,0.836,train,0
0,18,NODE5,CH28,-46.38,1,0.385,train,0
0,18,NODE6,CH28,-49.81,1,0.401,train,0
0,18,NODE7,CH28,-42.06,1,0.72,train,0
0,18,NODE8,CH28,-40.68,1,0.739,train,0
0,18,NODE1,CH29,-92.85,0,0.707,train,0
0,18,NODE2,CH29,-98.1,0,0.394,train,0
0,18,NODE3,CH29,-95.64,0,0.485,train,0
0,18,NODE4,CH29,-91.51,0,0.802,train,0
0,18,NODE5,CH29,-100.8,0,0.414,train,0
0,18,NODE6,CH29,-97.35,0,0.395,train,0
0,18,NODE7,CH29,-91.26,0,0.697,train,0
0,18,NODE8,CH29,-94.57,0,0.812,train,0
0,18,NODE1,CH30,-41.43,1,0.762,train,0
0,18,NODE2,CH30,-49.13,1,0.375,train,0
0,18,NODE3,CH30,-48.95,1,0.548,train,0
0,18,NODE4,CH30,-41.92,1,0.797,train,0
0,18,NODE5,CH30,-50.37,1,0.366,train,0
0,18,NODE6,CH30,-50.54,1,0.448,train,0
0,18,NODE7,CH30,-40.15,1,0.677,train,0
0,18,NODE8,CH30,-40.2,1,0.783,train,0
0,18,NODE1,CH31,-41.88,1,0.707,train,0
0,18,NODE2,CH31,-48.5,1,0.459,train,0
0,18,NODE3,CH31,-47.58,1,0.521,train,0
0,18,NODE4,CH31,-40.0,1,0.756,train,0
0,18,NODE5,CH31,-49.9,1,0.398,train,0
0,18,NODE6,CH31,-48.8,1,0.391,train,0
0,18,NODE7,CH31,-44.27,1,0.65,train,0
0,18,NODE8,CH31,-35.34,1,0.775,train,0
0,18,NODE1,CH32,-44.14,1,0.65,train,0
0,18,NODE2,CH32,-48.89,1,0.413,train,0
0,18,NODE3,CH32,-47.92,1,0.457,train,0
0,18,NODE4,CH32,-41.8,1,0.743,train,0
0,18,NODE5,CH32,-50.42,1,0.452,train,0
0,18,NODE6,CH32,-46.27,1,0.0,train,0
0,18,NODE7,CH32,-42.72,1,0.769,train,0
0,18,NODE8,CH32,-37.28,1,0.789,train,0
0,18,NODE1,CH33,-46.13,1,0.685,train,0
0,18,NODE2,CH33,-51.16,1,0.403,train,0
0,18,NODE3,CH33,-49.51,1,0.467,train,0
0,18,NODE4,CH33,-41.0,1,0.807,train,0
0,18,NODE5,CH33,-47.5,1,0.392,train,0
0,18,NODE6,CH33,-47.66,1,0.448,train,0
0,18,NODE7,CH33,-43.39,1,0.691,train,0
0,18,NODE8,CH33,-39.38,1,0.761,train,0
0,18,NODE1,CH34,-99.8,0,0.665,train,0
0,18,NODE2,CH34,-103.04,0,0.437,train,0
0,18,NODE3,CH34,-95.52,0,0.486,train,0
0,18,NODE4,CH34,-92.71,0,0.777,train,0
0,18,NODE5,CH34,-96.08,0,0.401,train,0
0,18,NODE6,CH34,-100.96,0,0.386,train,0
0,18,NODE7,CH34,-92.11,0,0.726,train,0
0,18,NODE8,CH34,-95.79,0,0.781,train,0
0,18,NODE1,CH35,-95.13,0,0.69,train,0
0,18,NODE2,CH35,-94.82,0,0.36,train,0
0,18,NODE3,CH35,-96.28,0,0.433,train,0
0,18,NODE4,CH35,-95.0,0,0.809,train,0
0,18,NODE5,CH35,-101.23,0,0.352,train,0
0,18,NODE6,CH35,-98.28,0,0.439,train,0
0,18,NODE7,CH35,-94.18,0,0.755,train,0
0,18,NODE8,CH35,-92.64,0,0.814,train,0
0,18,NODE1,CH36,-44.95,1,0.661,train,0
0,18,NODE2,CH36,-51.15,1,0.416,train,0
0,18,NODE3,CH36,-49.19,1,0.441,train,0
0,18,NODE4,CH36,-41.52,1,0.784,train,0
0,18,NODE5,CH36,-52.46,1,0.35,train,0
0,18,NODE6,CH36,-51.06,1,0.461,train,0
0,18,NODE7,CH36,-43.72,1,0.701,train,0
0,18,NODE8,CH36,-38.26,1,0.834,train,0
0,18,NODE1,CH37,-42.41,1,0.652,train,0
0,18,NODE2,CH37,-48.57,1,0.386,train,0
0,18,NODE3,CH37,-48.2,1,0.427,train,0
0,18,NODE4,CH37,-38.93,1,0.783,train,0
0,18,NODE5,CH37,-48.45,1,0.39,train,0
0,18,NODE6,CH37,-50.86,1,0.471,train,0
0,18,NODE7,CH37,-39.89,1,0.72,train,0
0,18,NODE8,CH37,-39.68,1,0.787,train,0
0,18,NODE1,CH38,-95.54,0,0.649,train,0
0,18,NODE2,CH38,-90.68,0,0.393,train,0
0,18,NODE3,CH38,-96.84,0,0.485,train,0
0,18,NODE4,CH38,-85.8,0,0.733,train,0
0,18,NODE5,CH38,-99.93,0,0.381,train,0
0,18,NODE6,CH38,-95.02,0,0.414,train,0
0,18,NODE7,CH38,-93.14,0,0.775,train,0
0,18,NODE8,CH38,-95.39,0,0.798,train,0
0,18,NODE1,CH39,-101.27,0,0.725,train,0
0,18,NODE2,CH39,-96.91,0,0.367,train,0
0,18,NODE3,CH39,-101.54,0,0.445,train,0
0,18,NODE4,CH39,-95.43,0,0.713,train,0
0,18,NODE5,CH39,-101.64,0,0.407,train,0
0,18,NODE6,CH39,-98.4,0,0.349,train,0
0,18,NODE7,CH39,-97.68,0,0.746,train,0
0,18,NODE8,CH39,-93.57,0,0.833,train,0
0,18,NODE1,CH40,-41.89,1,0.663,train,0
0,18,NODE2,CH40,-50.2,1,0.445,train,0
0,18,NODE3,CH40,-49.91,1,0.485,train,0
0,18,NODE4,CH40,-40.27,1,0.748,train,0
0,18,NODE5,CH40,-50.22,1,0.383,train,0
0,18,NODE6,CH40,-51.26,1,0.396,train,0
0,18,NODE7,CH40,-42.66,1,0.696,train,0
0,18,NODE8,CH40,-41.54,1,0.772,train,0
0,19,NODE1,CH21,-45.3,1,0.689,train,0
0,19,NODE2,CH21,-47.91,1,0.411,train,0
0,19,NODE3,CH21,-48.09,1,0.455,train,0
0,19,NODE4,CH21,-41.31,1,0.744,train,0
